work	n_chunks	median	p25	p75	title
SA_GSP29_udnyku4u	4	1013	973	1038	Nyāyakusumāñjali: Stavaka 4
SA_MB_naresvarapariiksaaHK	45	1013	926	1096	sadyojyoti: nareśvaraparīkṣā
SA_MB_pancaratraraksa1HK	39	1014	879	1139	vedāntadeśika: pāñcarātrarakṣā
SA_T01_n844u	1	1015	1015	1015	Gaṇeśastotra
SA_MB_yogavishayaHK	1	1015	1015	1015	matsyendrānātha: yogaviṣaya
SA_T12_n2957u	22	1015	999	1021	Vṛttamālāstuti
SA_GSP29_nvtp1_2u	9	1016	1010	1033	Nyāyavārttikatātparyapariśuddhi: Adhyāya 1.2
SA_MB_pauskarvrttiHK	93	1018	946	1138	jñānaprakāśācārya: pauṣkaravṛtti
SA_GK16_jaycndpu	6	1019	969	1050	Candrāloka
SA_MB_yogasikhopanisatHK	16	1020	944	1120	Unknown: yogaśikhopaniṣat
SA_GK19_ruphamdu	6	1020	1004	1115	Haṃsadūta
SA_T02_Rāghavabhaṭṭa_Śāradātilaka_Woodroffe_1933	124	1021	919	1176	
SA_MB_paramarthasaraHK	25	1022	962	1159	abhinavagupta: paramārthasāra
SA_T01_n880u	1	1024	1024	1024	Sattvārādhanagāthā
SA_GSP35_sa_mokSopAya	515	1026	892	1133	Mokṣopāya
SA_GE07_bhg4c01u	8	1026	888	1092	Bhagavadgītā 1
SA_MB_jnanasiddhyagamaHK	17	1027	860	1124	Unknown: jñānasiddhyāgama
SA_T02_Kṛṣṇācārya_Yogaratnamālā-Hevajratantra_Tripathi-Negi_2006	52	1029	930	1121	
SA_MB_trisikhibrahmanopanisatHK	8	1029	947	1185	Unknown: triśikhibrāhmaṇopaniṣat
SA_MB_mrigendrapaddhatitiikaaHK	44	1029	874	1270	Unknown: mṛgendrapaddhatiṭīkā
SA_GS40_dhrasciu	21	1030	888	1189	Rasendracintāmaṇi
SA_GR13_kirtm_pu	4	1030	990	1042	Kiraṇatantra
SA_T04_n2850u	1	1031	1031	1031	Svabhāvavāda
SA_GR13_utsivsau	9	1032	990	1138	Śivastotrāvālī
SA_GR12_sasapa	5	1032	972	1056	Satyaśāsanaparīkṣā
SA_GK16_simhrs_u	71	1032	913	1146	Rasārṇavasudhākara
SA_MB_varahopanisatHK	11	1033	934	1102	Unknown: vārāhopaniṣat
SA_MB_Tantraloka-15-37-HK	152	1034	975	1083	abhinavagupta: tantrāloka chapters 15 thru 38
SA_GK16_vcamkc_u	32	1035	905	1185	Camatkāracandrikā
SA_GK19_ksbhm16u	2	1035	1031	1039	Bhāratamañjarī: 16. Mausalaparvan
SA_GK16_mamkavpu	45	1036	958	1104	Kāvyaprakaśa
SA_MB_Sritattvacintamani_11-15_HK	60	1036	908	1124	pūrṇānanda: tattvacintāmaṇi chapters 11 thru 15
SA_GK16_msabdvvu	4	1037	987	1096	Śabdavyāpāravicāra
SA_GE07_bhg4c15u	10	1038	947	1169	Bhagavadgītā 15
SA_MB_paraatriisikaalaghuvrttiHK	7	1038	943	1159	Unknown: parātrīśikālaghuvṛtti
SA_MB_sivadharma_nandiproktaHK	5	1038	978	1086	Unknown: śivadharma nandiprokta
SA_T01_n820u	4	1038	1000	1076	Lokeśvaraśataka
SA_MB_paramoksanirasakarikaHK	10	1038	1007	1089	sadyojyoti: āṣṭaprakaraṇa paramokṣanirāsakārikā
SA_MB_amrtanaadopanisatHK	2	1039	1021	1056	Unknown: amṛtanādopaniṣat
SA_T02_Dauḍīpāda-Ghanadeva_Guhyāvalīvivṛti_Dhīḥ_2008	4	1039	925	1151	
SA_MB_tantrasaaraHK	36	1039	969	1209	abhinavagupta: tantrasāra
SA_T11_bsa075_u	56	1039	1023	1048	Nibandhāvalī
SA_MB_LaghuYV-combinedHK	191	1040	948	1149	Unknown: laghuyogavāsiṣṭha with commentary vāsiṣṭhacandrikā
SA_MB_tantrarajatantraHK	214	1042	967	1128	Unknown: tantrarājatantra
SA_MB_hamsopanisadHK	3	1043	911	1047	Unknown: haṃsopaniṣat
SA_GK19_jaygit1u	9	1044	1031	1046	Gītagovinda-kāvya
SA_MB_mahanayaprakasa1HK	11	1045	903	1065	unknown (see catalog record notes): mahānayaprakāśa
SA_GR13_karatopu	2	1046	984	1107	Karatoyāmāhātmya
SA_GK22_vidsripu	44	1046	1033	1054	Subhāṣitaratnakoṣa
SA_GK16_rnatc__u	22	1047	978	1149	Nāṭakacandrikā
SA_GE07_bhg4c18u	18	1048	830	1074	Bhagavadgītā 18
SA_GK22_vidsrgpu	50	1049	1039	1059	Subhāṣitaratnakoṣa
SA_MB_nadakarikaHK	2	1051	1050	1053	rāmakaṇṭha: āṣṭaprakaraṇa nādakārikā
SA_GS26_sarvmtsu	10	1052	963	1129	Sarvamatasaṃgraha
SA_MB_janmamaranavicaaraHK	6	1052	974	1098	vāmadeva: janmamaṛanavicāra
SA_T02_n2961u	7	1053	931	1159	Tattvajñānasaṁsiddhi-mahāsukharakāśikā-ṭīkā
SA_GK19_jaygit2u	8	1053	1041	1055	Gītagovinda
SA_T11_ratksanu	4	1054	1047	1057	Kṣaṇabhaṅgasiddhi Vyatirekātmikā
SA_MB_timirodghataHK	10	1054	947	1184	Unknown: timirodhghāṭatantra
SA_MB_mrgendraHK	94	1054	986	1119	Unknown: mṛgendrāgama
SA_GK19_jagpranu	3	1054	993	1110	Prāṇābharaṇa
SA_GSP33_vesa	130	1054	847	1207	Vedāntasāra
SA_GSP33_brsgor1u	66	1055	981	1096	Brahmasūtra: Adhyāya 1
SA_GS40_kalyanakaraka	84	1055	958	1144	Kalyāṇakāraka
SA_GSP33_brsgor2u	55	1056	993	1110	Brahmasūtra: Adhyāya 2
SA_GR13_cakbhavu	5	1058	1014	1092	Cakrapāṇinātha: Bhāvopahārastotra
SA_MB_tattvatrayanirnayaHK	3	1059	1045	1141	sadyojyoti: āṣṭaprakaraṇa tattvatrayanirṇaya
SA_MB_hayasirsapancaraatramHK	20	1060	1001	1172	Unknown: hayaśirṣsapañcarātra
SA_GE07_bhg4c12u	8	1060	993	1088	Bhagavadgītā 12
SA_MB_SvacchandatantraHK	240	1062	956	1154	Unknown: svacchandatantra
SA_MB_IPVV_3_hk	103	1063	992	1145	abhinavagupta: īśvarapratyabhijñāvivṛtivimarśinī Volume 3
SA_MB_bhavachudamaniHK	6	1064	1038	1116	vidyākaṇṭha: bhāvacūḍāmaṇi
SA_MB_kulacuu.daama.nitantraHK	10	1064	820	1141	Unknown: kulacūḍāmaṇi nigama
SA_T02_n2906u	2	1066	1052	1079	Mantroddhāra
SA_GSP33_brsgor3u	32	1066	1018	1101	Brahmasūtra: Adhyāya 3
SA_MB_IPVV_2_hk	112	1066	981	1128	abhinavagupta: īśvarapratyabhijñāvivṛtivimarśinī Volume 2
SA_MB_yogakundalyupanisatHK	6	1066	928	1145	Unknown: yogakuṇḍalyupaniṣat
SA_MB_bhogakarikaHK	12	1066	960	1118	sadyojyoti: āṣṭaprakaraṇa bhogakārikā
SA_T02_n692u	40	1070	996	1130	Cakrasaṃvaratantra Vol. 2
SA_MB_netratantra_HK	77	1071	1002	1163	Unknown: netratantra
SA_GK21_sokss	217	1072	1059	1080	Kathāsaritsāgara
SA_MB_SPANDASAMDOHA_hk	6	1072	978	1132	kallaṭa attributed author spandakārikā: spandasandoha
SA_T02_n2873u	1	1073	1073	1073	Vāṅmaṇḍalanamaskāraślokāḥ
SA_GS40_vrasrscu	66	1074	857	1194	Rasaratnasamuccaya
SA_GSP29_vnyps42u	3	1074	1041	1140	Nyāyapariśuddhi: Adhyāya 4.2
SA_MB_ParaatrimsikavivaranaHK	40	1075	964	1178	Unknown: parātriṃśikāvivaraṇa
SA_GK16_visah1	72	1075	979	1162	Sāhityadarpaṇa
SA_MB_VamakesvarimataHK	28	1075	998	1119	Unknown: vāmakeśvarīmata
SA_GSP33_brsgor4u	10	1076	1059	1092	Brahmasūtra: Adhyāya 4
SA_GK21_sokss_pu	435	1076	1066	1085	Kathāsaritsāgara
SA_MB_SAAMBAPA_NCAASIKAAhk	10	1078	1056	1153	Unknown: sāmbapañcāśikā
SA_GR14_kbss_1-u	30	1078	988	1122	Bhāvanāsārasaṃgraha
SA_MB_Tantraloka-1-14-HK	299	1078	1013	1157	abhinavagupta: tantrāloka chapters 1 thru 14
SA_MB_dvisatikaalottaramHK	17	1079	1001	1170	Unknown: dviśatikālottara
SA_MB_moksakarikaHK	11	1081	1036	1106	sadyojyoti: āṣṭaprakaraṇa mokṣakārikā
SA_MB_tattvaprakasaHK	40	1081	1004	1237	bhojadeva: āṣṭaprakaraṇa tattvaprakāśa
SA_T11_bsa0553u	4	1082	999	1158	Kṣaṇabhaṅgasiddhi vyatirekātmikā
SA_GK16_ruyalscu	48	1082	1019	1124	Alaṅkārasarvasva
SA_MB_IPVV_1_hk	71	1083	997	1131	abhinavagupta: īśvarapratyabhijñāvivṛtivimarśinī Volume 1
SA_GSP33_rams11pu	2	1085	1077	1093	Śrībhāṣya: 1,1.3
SA_MB_moksasopanaHK	10	1087	984	1200	kāṇḍadvayātītayogī: mokṣasopāna
SA_T11_jithetuu	3	1088	883	1123	Hetutattvopadeśa
SA_MB_devinamalavilasaHK	62	1091	933	1219	kaula sahiba: devīnāmavilāsa
SA_MB_SpandakarikaRamakanthaHK	20	1093	1046	1202	kallaṭa bhaṭṭa: spandakārikā with vivṛtti by rāmakaṇṭha
SA_MB_bhagavadgitavirashaivabhashyamHK	87	1093	976	1201	Unknown: bhagavadgītā
SA_GK16_ujjvni_u	52	1093	1022	1143	Ujjvalanīlamaṇi
SA_MB_amrtabinduupanisatHK	1	1093	1093	1093	Unknown: amṛtabindūpaniṣat
SA_MB_varunapaddhativyaakhyaanamT0143HK	13	1097	904	1172	Unknown: vāruṇapaddhativyākhyānam
SA_MB_spandanirnayaHK	15	1097	968	1202	kallaṭa attributed author spandakārikā: spandanirṇaya
SA_MB_laghustutiHK	12	1098	929	1193	laghubhaṭṭāraka: laghustuti with commentary by rāgavānanda
SA_MB_kriyakramadyotikavyakhyaHK	44	1099	986	1241	kacchapeśvaraśivācārya: kriyakramadyotikavyākhyā
SA_MB_YogavaasisthaSampurnamIIORGHK	618	1100	1026	1170	valmiki: yogavāsiṣṭha part 6 with commentary tātparyaprakāśa
SA_GK16_jgrasg1u	23	1100	1092	1192	Rasagaṅgādhara
SA_MB_vyasishtaCutpattiprakarnamHK	238	1101	1021	1185	valmiki: yogavāsiṣṭha part 3 with commentary tātparyaprakāśa
SA_GR13_purekaku	1	1101	1101	1101	Ekākṣarakośa
SA_GK16_ruyalsvu	41	1102	1051	1220	Alaṅkārasarvasva
SA_GR14_astavgpu	6	1107	993	1148	Aṣṭāvakragītā
SA_GR13_sivsutru	9	1108	1014	1173	Śivasūtra
SA_MB_paraatrisikaataatparyadiipikaaHK	11	1108	1069	1228	somānanda II: parātriśikātātparyadīpikā and śāktavijñāna
SA_MB_parasambhumahimnastavaHK	6	1109	1051	1114	alias krodhabhaṭṭāraka: paraśambhumahimnastava
SA_GSP29_vnyps51u	3	1110	999	1130	Nyāyapariśuddhi: Adhyāya 5.1
SA_GSP30_bhutisbs_u	1	1110	1110	1110	Svabodhasiddhi
SA_GS40_salrasmu	19	1112	790	1154	Rasamañjarī
SA_MB_Yvaasistha1vairaagyaprakaranamHK	54	1112	994	1248	valmiki: yogavāsiṣṭha part 1 with commentary tātparyaprakāśa
SA_GSP28_jsbh1-1u	5	1112	1091	1234	Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 1
SA_T02_n1398u	1	1113	1113	1113	Guhyāvalī
SA_MB_paasupatabrahmopanisatHK	5	1113	1073	1269	Unknown: pāśupatabrahmopaniṣat
SA_GK19_bicauppu	1	1113	1113	1113	Caurapañcāśikā
SA_T01_n881u	1	1114	1114	1114	Suprabhātastotra
SA_GR14_ruphbr_u	71	1114	1052	1214	Haribhaktirasāmṛtasindhu
SA_MB_ratnatrayapariksaHK	17	1114	988	1193	śrīkaṇṭha: āṣṭaprakaraṇa ratnatrayaparīkṣā
SA_MB_paratrimsikavivaranaHK	43	1115	1004	1187	abhinavagupta: parātriśikāvivṛtī
SA_MB_sivajnaanasiddhiHK	28	1116	1028	1240	Unknown: śivajñānasiddhi
SA_T01_n825u	1	1116	1116	1116	Ratnamālāstotra
SA_GSP30_adyapppu	1	1117	1117	1117	Anuttaraprakāśapañcāśikhā
SA_GSP29_vnyps41u	2	1118	1034	1202	Nyāyapariśuddhi: Adhyāya 4.1
SA_MB_Paraatrisikaavivrtti_berlinHK	8	1118	1043	1210	Unknown: parātriśikāvivṛti
SA_T02_n2963u	1	1119	1119	1119	Āryamāyājālamahātantroddhṛtamaṇḍalagāthāṭippaṇī
SA_GR13_kirtc_pu	27	1119	1062	1182	Kiraṇatantra
SA_T02_n2914u	1	1124	1124	1124	Śrīsahajasiddhi
SA_MB_Sritattvacintamani_1-5_HK	45	1126	1041	1269	pūrṇānanda: tattvacintāmaṇi chapters 01 thru 05
SA_GK19_govass_u	16	1126	1119	1138	Āryāsaptaśatī
SA_GSP29_vnyps12u	4	1127	1042	1220	Nyāyapariśuddhi: Adhyāya 1.2
SA_MB_KalasamkarsinitippaniHK	7	1128	1057	1205	Unknown: kalasaṃkarṣinīmatatantraṭippaṇī
SA_GR14_laghbh_u	24	1129	1006	1221	Laghubhāgavatāmṛta
SA_GS40_rasarnpu	28	1130	973	1185	Rasārṇava: Paṭalas 1-12
SA_GK23_jonart_pu	27	1131	1119	1138	Rājataraṅginī
SA_MB_maharthamanjariHK	54	1136	1013	1205	maheśvarānanda: mahārthamañjarī
SA_MB_YvaasisthaBmumuksuvyavaharaprakaranamHK	36	1137	1032	1187	valmiki: yogavāsiṣṭha part 2 with commentary tātparyaprakāśa
SA_MB_isvarapratyabhijnavimarsinivyakhyaHK	125	1137	1040	1251	Unknown: īśvarapratyabhijñāvimarśinīvyākhyā
SA_MB_sivadrstiHK	55	1139	1023	1266	somānanda: śivadṛṣṭi
SA_GSP29_vnyps52u	2	1140	1069	1210	Nyāyapariśuddhi: Adhyāya 5.2
SA_GR14_caitcanu	6	1140	1102	1166	Caitanyacandrāmṛta
SA_MB_yogavyasishthaEupasamaprakaranamHK	183	1140	1058	1215	valmiki: yogavāsiṣṭha part 5 with commentary tātparyaprakāśa
SA_MB_vyasishthaDsthitiprakaranamHK	110	1142	1056	1215	valmiki: yogavāsiṣṭha part 4 with commentary tātparyaprakāśa
SA_MB_saundaryalahariHK	70	1143	1007	1274	śaṃkarācārya attributed to: saundaryalaharī
SA_MB_SpKaavrittivivrtiHK	32	1144	1066	1219	kallaṭa bhaṭṭa: spandakārikā
SA_MB_MahaayaagakramaHK	18	1146	856	1354	bhaskararaya: mahāyāgakrama
SA_MB_kriyaakramadyotikaaHK	71	1148	957	1221	aghorāśiva: krīyakramādyotikā
SA_GSP30_vatnsupu	3	1151	1064	1181	Vātūlanāthasūtra
SA_MB_kaalikaarahasyamHK	2	1152	1126	1178	Unknown: kālikārahasya
SA_T01_n806u	1	1154	1154	1154	Tārānamaskāraikaviṃśatistotra [Āryatārānamaskāraikaviṃśatistotra]
SA_T02_n2884u	6	1155	1026	1227	Samantabhadra nāma sādhana ṭīkā
SA_MB_laghustavaHK	28	1159	1107	1235	Unknown: laghustava
SA_T02_n1403u	20	1159	1097	1213	Marmakālikā
SA_MB_parasuramakalpasutraHK	184	1162	967	1291	Unknown: paraśurāmakalpasūtra
SA_GK19_padyavlu	21	1164	1038	1211	Padyāvalī
SA_MB_yoginiihrdayamHK	44	1166	1072	1248	Unknown: yoginīhṛdaya
SA_MB_tattvasamgrahaHK	8	1168	996	1224	sadyojyoti: āṣṭaprakaraṇa tattvasaṃgraha
SA_MB_saubhagyabhaskariHK	113	1168	1058	1285	Unknown: lalitaasahasranaama
SA_MB_hathayogapradiipikaaHK	51	1169	1079	1258	svātmārāma: haṭhayogapradīpikā
SA_MB_sarvajnaanottaravrittiHK	2	1169	1153	1185	aghoraśivācārya: sarvajñānottaravṛttiḥ
SA_MB_iisvarapratyabhijnakaumudiHK	38	1170	1090	1211	bhaṭṭāraka sundara: īśvarapratyabhijñākaumudī
SA_GSP31_tsc_bhau	7	1171	991	1259	Tattvayāthārthyadīpana
SA_GK16_ruvyavivya_pu	21	1178	1093	1244	Vyaktivivekavyākhyā
SA_GSP33_madhsiddhb_u	10	1183	1055	1262	Siddhāntabindu
SA_MB_saivaagamaadimaahaatmyamHK	16	1184	1131	1275	jñānaprakāśa: śaivāgamādimāhātmya
SA_GK21_soksvppu	44	1188	1178	1196	Kathāsaritsāgara
SA_MB_kaamakalaavilaasaHK	7	1191	1155	1223	puṇyānanda: kāmakalāvilāsa
SA_GSP28_jsbh3-2u	18	1193	1162	1229	Bhāṭṭadīpikā: Adhyāya 3, Adhikaraṇa 2
SA_MB_bodhapancadasikaaHK	6	1194	1119	1281	abhinavagupta: bodhapañcadaśikā
SA_MB_darsanopanisatHK	7	1194	920	1264	Unknown: darśanopaniṣat
SA_MB_siddhantarthasamuccayaHK	11	1198	1064	1233	Unknown: siddhāntārthasamuccaya
SA_GSP29_gangtciu	27	1198	1189	1214	Tattvacintāmaṇi
SA_GSP29_vnyps31u	6	1206	1201	1296	Nyāyapariśuddhi: Adhyāya 3.1
SA_GSP28_jsbh2-3u	14	1207	1125	1272	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 3
SA_GR14_jivrkadu	9	1208	1157	1257	Rādhākṛṣṇārcanadīpikā
SA_MB_saivaparibhasaHK	40	1208	1091	1301	śivāgrayogin: śaivasiddhāntaparibhāṣā
SA_MB_SIVASUUTRAVARTIKA_hk	20	1210	1087	1335	vasugupta author śivasūtra: śivasūtravārttika
SA_GSP28_jsbh1-2u	22	1211	1115	1304	Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 2
SA_GSP28_jsbh2-2u	22	1211	1146	1230	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 2
SA_GSP28_jsbh3-1u	16	1212	1188	1275	Bhāṭṭadīpikā: Adhyāya 3, Adhikaraṇa 1
SA_MB_STAVACINTAAMANI_hk	22	1216	1064	1289	bhaṭṭanārayaṇa: stavacintāmaṇi
SA_GSP27_motik_1u	27	1217	1106	1309	
SA_GR14_ss5_bhku	94	1217	1127	1273	Ṣaṭsandarbha: 5. Bhaktisandarbha
SA_MB_kaulopanisadsHK	18	1218	939	1303	Unknown: kaulopaniṣad
SA_MB_carcastavaHK	15	1221	1123	1275	Unknown: carcāstava
SA_GS40_rascum_u	31	1224	1208	1232	Rasendracūḍāmaṇi
SA_GS39_purukadu	3	1227	1046	1230	Kādambarīsvīkaraṇasūtramañjarī
SA_MB_sivastotraavaliiHK	36	1230	1185	1288	utpaladeva: śivastotravalī
SA_MB_IPV_HK	211	1231	1177	1284	abhinavagupta: īśvarapratyabhijñāvimarśinī
SA_MB_sivaagamaadimaahaatmyamHK	14	1232	1099	1275	jñānaprakāśa - śālivāṭipuranivāsi: śivāgamādimāhātmya
SA_GR14_ss1_tatu	25	1232	1144	1272	Ṣaṭsandarbha: 1. Tattvasandarbha
SA_MB_SATARATNASAMGRAHAM_hk	28	1233	1124	1295	umāpatiśivācārya: śataratnasaṃgraha
SA_GSP33_yasasi_u	19	1233	1133	1372	Siddhitraya: Part 3: Saṃvitsiddhi
SA_GSP32_vvmanmhu	18	1234	1156	1322	Mānamanohara
SA_GSP33_bbdip12u	29	1236	1177	1320	Brahmasūtra: Adhyāya 1, Pāda 2
SA_GR14_ss2_bhgu	64	1236	1143	1318	Ṣaṭsandarbha: 2. Bhāgavatasandarbha
SA_MB_kaalahastiisavilaasaHK	17	1238	1059	1301	Unknown: kālahastīśavilāsa
SA_GR14_ss4_krsu	74	1238	1162	1292	Ṣaṭsandarbha: 4. Kṛṣṇasandarbha
SA_GSD37_gautdhcu	20	1241	1112	1333	Gautama-Dharmasūtra
SA_GK16_visvsdpu	16	1242	1218	1267	Sāhityadarpaṇa
SA_MB_sivasuutravimarsiniiHK	27	1242	1173	1286	vasugupta author śivasūtra: śivasūvimarśinī text version
SA_GSP28_jsbh1-4u	35	1243	1181	1289	Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 4
SA_GSP28_jsbh2-4u	3	1244	1231	1245	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 4
SA_GS24_paribhsu	22	1247	1192	1339	Paribhāṣenduśekhara
SA_T14_stuplaku	3	1248	1193	1313	Stūpalakṣaṇakārikāvivecana
SA_GR14_ss6_priu	94	1249	1186	1328	Ṣaṭsandarbha: 6. Prītisandarbha
SA_MB_pratyabhijnahrdayaHK	9	1252	1133	1307	Unknown: pratyabhijñahṛdaya Text version
SA_GK16_visa05cu	9	1254	1245	1272	Sāhityadarpaṇa: Pariccheda 5
SA_MB_nityaasodasikaarnavaHK	115	1257	1143	1329	Unknown: nityāṣoḍaśikārṇavatantra with the commentary called setubandha
SA_GR14_ss3_paru	40	1257	1181	1365	Ṣaṭsandarbha: 3. Paramātmasandarbha
SA_MB_somasambhupaddhativyakhyaHK	38	1257	1143	1370	Unknown: somaśambhupaddhativyākhyā
SA_GR14_brhms5cu	16	1258	1113	1335	Brahma-Saṃhitā: Adhyāya 5
SA_GSP28_jsbh1-3u	19	1264	1172	1325	Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 3
SA_MB_matatrayaikyaprakasikaHK	47	1266	1149	1332	aiyyaṇācārya: matatrayaikyaprakāśikā
SA_MB_varivasyaarahasyaHK	24	1267	1142	1294	bhaskarāya: varivasyārahasya
SA_MB_karpuuraadistotramHK	11	1271	1136	1417	Unknown: karpūrādistotra
SA_GSP28_jsbh2-1u	16	1273	1227	1292	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 1
SA_MB_varunapaddhativyaakhyaaT1034HK	19	1277	1028	1353	Unknown: varuṇpaddhativyākhyā
SA_MB_vatulanathasutraHK	3	1281	1270	1360	vatūlanātha: vātūlanāthasūtra
SA_GK16_visa02cu	15	1281	1268	1301	Sāhityadarpaṇa: Pariccheda 2
SA_GK16_visa03cu	45	1283	1257	1308	Sāhityadarpaṇa: Pariccheda 3
SA_GK16_visa07cu	32	1287	1276	1296	Sāhityadarpaṇa: Pariccheda 7
SA_GSP33_bbdip13u	44	1288	1187	1360	Brahmasūtra: Adhyāya 1, Pāda 3
SA_GK16_visa06cu	46	1288	1274	1305	Sāhityadarpaṇa: Pariccheda 6
SA_GK16_visah	86	1289	1272	1302	Sāhityadarpaṇa (archive bad OCR)
SA_MB_LingadhaaranachandrikaHK	44	1290	1177	1382	nandikeśvara: liṅgadhāraṇacandrikā
SA_GK16_visa10cu	87	1294	1279	1312	Sāhityadarpaṇa: Pariccheda 10
SA_MB_matrkacakravivekaHK	32	1298	1170	1388	svatantrānandanatha: mātṛkācakraviveka
SA_GK16_visa01cu	9	1299	1288	1300	Sāhityadarpaṇa: Pariccheda 1
SA_GK16_visa09cu	2	1302	1301	1302	Sāhityadarpaṇa: Pariccheda 9
SA_GK16_visa08cu	5	1302	1294	1310	Sāhityadarpaṇa: Pariccheda 8
SA_MB_sattrimsattattvasamdohaHK	2	1309	1230	1388	Unknown: ṣaṭtriṃśāttattvasandoha
SA_GSP33_yaissi_u	10	1315	1224	1400	Siddhitraya: Part 2: Īśvarasiddhi
SA_MB_PARAAPRAAVESIKAA_hk	3	1322	1302	1354	kṣemarāja: parāprāveśikā
SA_MB_vijnanabhairavaanandabhattaHK	12	1326	1243	1427	Unknown: vijñānabhairava with commentary Kaumadi
SA_GSP29_vytrkt3u	75	1333	1261	1384	Tarkatāṇḍava: Pariccheda 3
SA_GSP33_yaatsi_u	59	1335	1213	1422	Siddhitraya: Part 1: Ātmasiddhi
SA_MB_aasaucadiipikaaHK	16	1338	1230	1382	vedajñāna: āśaucyadiipikaa
SA_GSP36_sadha	44	1343	1308	1362	Sarva-darśana-saṃgraha
SA_GSP33_nysu__4u	35	1347	1327	1362	Nyāyasudhā: Adhyāya 4, Pāda 1
SA_GSP33_nysu__1u	136	1351	1329	1363	Nyāyasudhā: Adhyāya 1
SA_GSP33_nysu__2u	177	1351	1325	1367	Nyāyasudhā: Adhyāya 2
SA_GSP33_nysu__3u	124	1351	1326	1366	Nyāyasudhā: Adhyāya 3
SA_GSP34_hathyopu	9	1358	1278	1381	Haṭhayogapradīpikā
SA_GSP27_motik_4u	38	1361	1201	1484	
SA_GSP29_vytrkt2u	74	1361	1302	1412	Tarkatāṇḍava: Pariccheda 2
SA_GSP29_vytrkt1u	112	1363	1272	1436	Tarkatāṇḍava: Pariccheda 1
SA_GSP33_jimuvi	125	1367	1351	1381	Jīvanmuktiviveka
SA_GSP27_motik_2u	21	1370	1286	1465	
SA_GSP31_samkhsuu	11	1400	1379	1409	Sāṃkhyasūtra
SA_GSP27_motik_3u	37	1432	1293	1494	
SA_GSP29_antarkpu	3	1461	1169	1474	Tarkasaṃgraha
SA_MB_sidhaantasikhaamaniHK	92	1489	1381	1539	śivayogiśivācārya: siddhāntaśikhāmaṇi
SA_GSP31_vijsamsu	10	1499	1487	1510	Sāṅkhyasāra
SA_GK22_valsubhu	34	1507	1479	1527	Subhāṣitāvalī
SA_GK19_anvallcu	21	1524	1483	1553	Vallālacarita
SA_GS40_bhavpr_u	9	1570	1551	1580	Bhāvaprakāśa
SA_GS40_yrasprpu	27	1582	1566	1598	Rasaprakāśasudhākara
SA_GSD36_mvir_sau	99	1584	1556	1599	Vīramitrodaya: Samayaprakāśa
SA_GSP29_antsdi_u	265	1597	1583	1608	Tarkasaṃgraha
SA_GSP35_sa_bhAskarakaNTha-mokSopAyaTIkA	274	1691	1675	1706	Mokṣopāyaṭīkā
SA_GSP33_nabodhsu	30	1714	1691	1733	Bodhasāra
